Title,Date,Category,Link
"Edward Desser Agreed to Pay $120,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration and Receiving Remuneration to Induce the Referral of Medical Devices and Orthopedic Products","February 25, 2013",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/edward-desser-agreed-to-pay-120000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-and-receiving-remuneration-to-induce-the-referral-of-medical-devices-and-orthopedic-products/
"Kings County District Attorney Collaborates with USDOJ, USHHS, and NYC Human Resources Administration to Prosecute Provider Doctor Charged With Overcharging Medicaid and Medicare Hundreds of Thousands of Dollars","February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kings-county-district-attorney-collaborates-with-usdoj-ushhs-and-nyc-human-resources-administration-to-prosecute-provider-doctor-charged-with-overcharging-medicaid-and-medicare-hundreds-of-thousands-of-dollars/
Erlanger Nursing Home and United States Government Settle Civil Allegations,"February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/erlanger-nursing-home-and-united-states-government-settle-civil-allegations/
Local Businessman Convicted in $19 Million Health Care Fraud Scheme,"February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-businessman-convicted-in-19-million-health-care-fraud-scheme/
Manhattan Doctor Pleads Guilty To $8.5 Million Medicare Fraud Scheme,"February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-doctor-pleads-guilty-to-85-million-medicare-fraud-scheme/
"Old Saybrook Physical Therapist Sentenced, Agrees to Pay $328,828 to Resolve False Claims Act Liability","February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/old-saybrook-physical-therapist-sentenced-agrees-to-pay-328828-to-resolve-false-claims-act-liability/
South Texas Couple Sentenced in Bankruptcy Fraud Case,"February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-texas-couple-sentenced-in-bankruptcy-fraud-case/
Miami Pharmacy Owner Sentenced to 14 Years in Prison in $23 Million Health Care Fraud Scheme,"February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-pharmacy-owner-sentenced-to-14-years-in-prison-in-23-million-health-care-fraud-scheme/
Owner of Mental Health Facilities Sentenced to 168 Months in Prison in Connection with $63 Million Health Care Fraud Scheme,"February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-mental-health-facilities-sentenced-to-168-months-in-prison-in-connection-with-63-million-health-care-fraud-scheme/
"South Carolina Ambulance Company to Pay U.S $800,000 to Resolve False Claims Allegations","February 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-carolina-ambulance-company-to-pay-us-800000-to-resolve-false-claims-allegations/
Angela Blom Sentenced for Medicaid Fraud,"February 25, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/angela-blom-sentenced-for-medicaid-fraud/
"Sacred Heart Hospital Agreed to Pay $50,000 for Allegedly Violating the Patient Dumping Statute by Failing to Provide a Medical Screening Examination","February 22, 2013",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/sacred-heart-hospital-agreed-to-pay-50000-for-allegedly-violating-the-patient-dumping-statute-by-failing-to-provide-a-medical-screening-examination/
Harrisburg Ambulance Company Owner Pleads Guilty To Submitting False Statement To Medicare,"February 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/harrisburg-ambulance-company-owner-pleads-guilty-to-submitting-false-statement-to-medicare/
Illegal Marketer of Medicare Information Admits Role in Detroit-area Home Health Care Fraud Scheme,"February 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illegal-marketer-of-medicare-information-admits-role-in-detroit-area-home-health-care-fraud-scheme/
"Most Wanted ""Deadbeat Parent"" Pleads Guilty to Flight To Evade over $1.2 Million in Child Support Obligations","February 21, 2013",Child Support,https://oig.hhs.gov/fraud/enforcement/most-wanted-deadbeat-parent-pleads-guilty-to-flight-to-evade-over-12-million-in-child-support-obligations/
Golden Heart Executive Director Sentenced To Almost 4 Years in Federal Prison for Conspiracy,"February 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/golden-heart-executive-director-sentenced-to-almost-4-years-in-federal-prison-for-conspiracy/
RGV DME Owner and Two Others Convicted in $11 Million Health Care Fraud Scheme,"February 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rgv-dme-owner-and-two-others-convicted-in-11-million-health-care-fraud-scheme/
Two Williamsport Residents Charged With Conspiracy to Submit False Income Tax Returns,"February 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-williamsport-residents-charged-with-conspiracy-to-submit-false-income-tax-returns/
Augusta Optometrist Pleads Guilty To Health Care Fraud Charge,"February 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/augusta-optometrist-pleads-guilty-to-health-care-fraud-charge/
"Davidson Co. Woman Charged With TennCare ""Doctor Shopping""","February 20, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-co-woman-charged-with-tenncare-doctor-shopping-7/
Rutherford Co. Resident Charged With TennCare Fraud,"February 20, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutherford-co-resident-charged-with-tenncare-fraud/
Miami Man Sentenced In Federal Court for Medical Identity Theft Scheme,"February 19, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-man-sentenced-in-federal-court-for-medical-identity-theft-scheme/
"Provider of Home Health Care Services Pleads Guilty to $294,000 Medicaid Fraud","February 19, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/provider-of-home-health-care-services-pleads-guilty-to-294000-medicaid-fraud/
Cheyenne Provider Found Guilty of Medicaid Fraud,"February 19, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/cheyenne-provider-found-guilty-of-medicaid-fraud/
A.G. Schneiderman Announces Arrest Of Capital Region Nursing Home Aide Over Injury To 83 Year Old Resident,"February 17, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-capital-region-nursing-home-aide-over-injury-to-83-year-old-resident/
Two Charged With TennCare Fraud In McNairy Co. Cases,"February 15, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-charged-with-tenncare-fraud-in-mcnairy-co-cases/
Doctor Enters Guilty Plea in Obstruction Case,"February 14, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-enters-guilty-plea-in-obstruction-case/
Cardiologist Admits Taking Cash Kickbacks for Patient Referrals,"February 14, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiologist-admits-taking-cash-kickbacks-for-patient-referrals/
"Attorney General Bondi Announces the Arrest of Duval County Resident for $400,000 in Medicaid Fraud","February 14, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondi-announces-the-arrest-of-duval-county-resident-for-400000-in-medicaid-fraud/
CEO Charged in Multi-Million Dollar Embezzlement Scam,"February 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ceo-charged-in-multi-million-dollar-embezzlement-scam/
New Jersey Doctor Sentenced To Five Months in Prison for Taking Cash Kickbacks for Medicare and Medicaid Patient Referrals,"February 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-doctor-sentenced-to-five-months-in-prison-for-taking-cash-kickbacks-for-medicare-and-medicaid-patient-referrals/
"Northern Virginia Therapy Provider to Pay $700,000 to Resolve False Claims Act Allegations","February 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/northern-virginia-therapy-provider-to-pay-700000-to-resolve-false-claims-act-allegations/
Anchorage Personal Care Attendants Indicted for Fraudulently Billing Medicaid,"February 13, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/anchorage-personal-care-attendants-indicted-for-fraudulently-billing-medicaid/
Multiple Personal Care Attendants Charged with Allegedly Defrauding Medicaid System,"February 13, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/multiple-personal-care-attendants-charged-with-allegedly-defrauding-medicaid-system/
Hawkins County Woman Charged With TennCare Fraud,"February 13, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hawkins-county-woman-charged-with-tenncare-fraud-2/
Two McNairy Co. Residents Charged  With TennCare Drug Fraud,"February 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-mcnairy-co-residents-charged-with-tenncare-drug-fraud/
Williamson County Woman Charged With TennCare Drug Fraud,"February 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/williamson-county-woman-charged-with-tenncare-drug-fraud/
Florida Dermatologist Agreed to Be Excluded for 5 Years for Alleged Medically Unnecessary Adjacent Tissue Transfers and Evaluation and Management Services that Were Not Performed,"February 11, 2013",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/florida-dermatologist-agreed-to-be-excluded-for-5-years-for-alleged-medically-unnecessary-adjacent-tissue-transfers-and-evaluation-and-management-services-that-were-not-performed/
"Charlotte Jury Convicts Woman in $650,000 Medicaid Fraud Scheme","February 11, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-jury-convicts-woman-in-650000-medicaid-fraud-scheme/
Florida Physician to Pay $26.1 Million to Resolve False Claims Allegations,"February 11, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-physician-to-pay-261-million-to-resolve-false-claims-allegations/
Former Registered Nurse Sentenced in Miami to 111 Months in Prison in Connection with $63 Million Mental Health Care Fraud Scheme,"February 11, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-registered-nurse-sentenced-in-miami-to-111-months-in-prison-in-connection-with-63-million-mental-health-care-fraud-scheme/
"Three Plead Guilty to Medicaid Fraud, Forgery and Theft Charges In Connection with Program For Mentally Challenged","February 11, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-plead-guilty-to-medicaid-fraud-forgery-and-theft-charges-in-connection-with-program-for-mentally-challenged/
Attorney General Koster Reaches Medicaid Fraud Settlement with Home Health Care Company,"February 11, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-koster-reaches-medicaid-fraud-settlement-with-home-health-care-company/
Leader of Armenian Organized Crime Ring Sentenced in Manhattan Federal Court to 37 Months in Prison for His Role in $100 Million Medicare Fraud Scheme,"February 8, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/leader-of-armenian-organized-crime-ring-sentenced-in-manhattan-federal-court-to-37-months-in-prison-for-his-role-in-100-million-medicare-fraud-scheme/
"Ability and Performance Home Care Agreed to Pay $92,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims with Falsified Documentation","February 8, 2013",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/ability-and-performance-home-care-agreed-to-pay-92000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-with-falsified-documentation/
"Steward Good Samaritan Medical Center Agreed to Pay $15,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","February 8, 2013",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/steward-good-samaritan-medical-center-agreed-to-pay-15000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General Bondi's Office Arrests West Palm Beach Dentist on Medicaid Fraud and Grand Theft Charges,"February 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-office-arrests-west-palm-beach-dentist-on-medicaid-fraud-and-grand-theft-charges/
Lauderdale Co. Woman Charged With TennCare Drug Fraud,"February 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/lauderdale-co-woman-charged-with-tenncare-drug-fraud/
Eleven People Arrested In Large-Scale Medicaid Fraud Scheme,"February 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eleven-people-arrested-in-large-scale-medicaid-fraud-scheme/
Manhattan U.S. Attorney Files and Simultaneously Settles Lawsuit against St. Luke's-Roosevelt Hospital Center for Fraudulently Billing Medicare and Medicaid,"February 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-files-and-simultaneously-settles-lawsuit-against-st-lukes-roosevelt-hospital-center-for-fraudulently-billing-medicare-and-medicaid/
Maryland's St. Joseph's Medical Center Agrees to pay $4.9 Million for Medically Unnecessary Hospital Admissions,"February 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marylands-st-josephs-medical-center-agrees-to-pay-49-million-for-medically-unnecessary-hospital-admissions/
Five Dentists and Two Managers Charged with Defrauding Medicaid of $5.5 Million,"February 7, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/five-dentists-and-two-managers-charged-with-defrauding-medicaid-of-55-million/
A.G. Schneiderman Announces Arrest of NYC Psychiatrist Who Stole More Than $230k from Medicaid,"February 7, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-nyc-psychiatrist-who-stole-more-than-230k-from-medicaid/
Louisiana AG Files Suit against GlaxoSmithKline over Off-Label Marketing,"February 6, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/louisiana-ag-files-suit-against-glaxosmithkline-over-off-label-marketing/
Attorney General Masto Announces Plea And Sentencing In Reno Elder Exploitation Case Involving A Senior Living In A Group Home,"February 6, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-masto-announces-plea-and-sentencing-in-reno-elder-exploitation-case-involving-a-senior-living-in-a-group-home/
Office of the Insurance Fraud Prosecutor Recovers Approximately $45 Million in Settlements Involving False Claims Act Violations,"February 6, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/office-of-the-insurance-fraud-prosecutor-recovers-approximately-45-million-in-settlements-involving-false-claims-act-violations/
"Fayette Co. Woman Convicted Of TennCare ""Doctor Shopping""","February 6, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/fayette-co-woman-convicted-of-tenncare-doctor-shopping/
